1,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
15814,05/04/2020,5,4,2020,2,0,Somalia,SO,SOM,15008154,Africa
15815,04/04/2020,4,4,2020,0,0,Somalia,SO,SOM,15008154,Africa
15816,03/04/2020,3,4,2020,0,0,Somalia,SO,SOM,15008154,Africa
15817,02/04/2020,2,4,2020,2,0,Somalia,SO,SOM,15008154,Africa
15818,01/04/2020,1,4,2020,0,0,Somalia,SO,SOM,15008154,Africa
15819,31/03/2020,31,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15820,30/03/2020,30,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15821,29/03/2020,29,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15822,28/03/2020,28,3,2020,1,0,Somalia,SO,SOM,15008154,Africa
15823,27/03/2020,27,3,2020,1,0,Somalia,SO,SOM,15008154,Africa
15824,26/03/2020,26,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15825,25/03/2020,25,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15826,24/03/2020,24,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15827,23/03/2020,23,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15828,22/03/2020,22,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15829,21/03/2020,21,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15830,20/03/2020,20,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15831,19/03/2020,19,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15832,18/03/2020,18,3,2020,0,0,Somalia,SO,SOM,15008154,Africa
15833,17/03/2020,17,3,2020,1,0,Somalia,SO,SOM,15008154,Africa
15834,23/05/2020,23,5,2020,988,28,South_Africa,ZA,ZAF,57779622,Africa
15835,22/05/2020,22,5,2020,1134,30,South_Africa,ZA,ZAF,57779622,Africa
15836,21/05/2020,21,5,2020,803,27,South_Africa,ZA,ZAF,57779622,Africa
15837,20/05/2020,20,5,2020,767,26,South_Africa,ZA,ZAF,57779622,Africa
15838,19/05/2020,19,5,2020,918,22,South_Africa,ZA,ZAF,57779622,Africa
15839,18/05/2020,18,5,2020,1160,3,South_Africa,ZA,ZAF,57779622,Africa
15840,17/05/2020,17,5,2020,831,14,South_Africa,ZA,ZAF,57779622,Africa
15841,16/05/2020,16,5,2020,785,9,South_Africa,ZA,ZAF,57779622,Africa
15842,15/05/2020,15,5,2020,665,19,South_Africa,ZA,ZAF,57779622,Africa
15843,14/05/2020,14,5,2020,724,13,South_Africa,ZA,ZAF,57779622,Africa
15844,13/05/2020,13,5,2020,698,0,South_Africa,ZA,ZAF,57779622,Africa
15845,12/05/2020,12,5,2020,637,12,South_Africa,ZA,ZAF,57779622,Africa
15846,11/05/2020,11,5,2020,595,8,South_Africa,ZA,ZAF,57779622,Africa
15847,10/05/2020,10,5,2020,525,8,South_Africa,ZA,ZAF,57779622,Africa
15848,09/05/2020,9,5,2020,663,17,South_Africa,ZA,ZAF,57779622,Africa
15849,08/05/2020,8,5,2020,424,8,South_Africa,ZA,ZAF,57779622,Africa
15850,07/05/2020,7,5,2020,236,5,South_Africa,ZA,ZAF,57779622,Africa
15851,06/05/2020,6,5,2020,352,10,South_Africa,ZA,ZAF,57779622,Africa
15852,05/05/2020,5,5,2020,437,7,South_Africa,ZA,ZAF,57779622,Africa
15853,04/05/2020,4,5,2020,447,8,South_Africa,ZA,ZAF,57779622,Africa
15854,03/05/2020,3,5,2020,385,7,South_Africa,ZA,ZAF,57779622,Africa
15855,02/05/2020,2,5,2020,304,13,South_Africa,ZA,ZAF,57779622,Africa
15856,01/05/2020,1,5,2020,297,0,South_Africa,ZA,ZAF,57779622,Africa
15857,30/04/2020,30,4,2020,354,10,South_Africa,ZA,ZAF,57779622,Africa
15858,29/04/2020,29,4,2020,203,3,South_Africa,ZA,ZAF,57779622,Africa
15859,28/04/2020,28,4,2020,247,3,South_Africa,ZA,ZAF,57779622,Africa
15860,27/04/2020,27,4,2020,185,1,South_Africa,ZA,ZAF,57779622,Africa
15861,26/04/2020,26,4,2020,141,7,South_Africa,ZA,ZAF,57779622,Africa
15862,25/04/2020,25,4,2020,267,4,South_Africa,ZA,ZAF,57779622,Africa
15863,24/04/2020,24,4,2020,318,10,South_Africa,ZA,ZAF,57779622,Africa
15864,23/04/2020,23,4,2020,170,7,South_Africa,ZA,ZAF,57779622,Africa
15865,22/04/2020,22,4,2020,165,0,South_Africa,ZA,ZAF,57779622,Africa
15866,21/04/2020,21,4,2020,142,4,South_Africa,ZA,ZAF,57779622,Africa
15867,20/04/2020,20,4,2020,124,2,South_Africa,ZA,ZAF,57779622,Africa
15868,19/04/2020,19,4,2020,251,2,South_Africa,ZA,ZAF,57779622,Africa
15869,18/04/2020,18,4,2020,178,2,South_Africa,ZA,ZAF,57779622,Africa
15870,17/04/2020,17,4,2020,99,14,South_Africa,ZA,ZAF,57779622,Africa
15871,16/04/2020,16,4,2020,91,7,South_Africa,ZA,ZAF,57779622,Africa
15872,15/04/2020,15,4,2020,143,0,South_Africa,ZA,ZAF,57779622,Africa
15873,14/04/2020,14,4,2020,99,2,South_Africa,ZA,ZAF,57779622,Africa
15874,13/04/2020,13,4,2020,145,0,South_Africa,ZA,ZAF,57779622,Africa
15875,12/04/2020,12,4,2020,25,1,South_Africa,ZA,ZAF,57779622,Africa
15876,11/04/2020,11,4,2020,69,6,South_Africa,ZA,ZAF,57779622,Africa
15877,10/04/2020,10,4,2020,89,0,South_Africa,ZA,ZAF,57779622,Africa
15878,09/04/2020,9,4,2020,96,5,South_Africa,ZA,ZAF,57779622,Africa
15879,08/04/2020,8,4,2020,63,1,South_Africa,ZA,ZAF,57779622,Africa
15880,07/04/2020,7,4,2020,31,1,South_Africa,ZA,ZAF,57779622,Africa
15881,06/04/2020,6,4,2020,70,2,South_Africa,ZA,ZAF,57779622,Africa
15882,05/04/2020,5,4,2020,80,2,South_Africa,ZA,ZAF,57779622,Africa
15883,04/04/2020,4,4,2020,43,2,South_Africa,ZA,ZAF,57779622,Africa
15884,03/04/2020,3,4,2020,82,0,South_Africa,ZA,ZAF,57779622,Africa
15885,02/04/2020,2,4,2020,27,0,South_Africa,ZA,ZAF,57779622,Africa
15886,01/04/2020,1,4,2020,27,2,South_Africa,ZA,ZAF,57779622,Africa
15887,31/03/2020,31,3,2020,46,1,South_Africa,ZA,ZAF,57779622,Africa
15888,30/03/2020,30,3,2020,93,0,South_Africa,ZA,ZAF,57779622,Africa
15889,29/03/2020,29,3,2020,17,0,South_Africa,ZA,ZAF,57779622,Africa
15890,28/03/2020,28,3,2020,243,0,South_Africa,ZA,ZAF,57779622,Africa
15891,27/03/2020,27,3,2020,218,2,South_Africa,ZA,ZAF,57779622,Africa
15892,26/03/2020,26,3,2020,152,0,South_Africa,ZA,ZAF,57779622,Africa
15893,25/03/2020,25,3,2020,155,0,South_Africa,ZA,ZAF,57779622,Africa
15894,24/03/2020,24,3,2020,128,0,South_Africa,ZA,ZAF,57779622,Africa
15895,23/03/2020,23,3,2020,34,0,South_Africa,ZA,ZAF,57779622,Africa
15896,22/03/2020,22,3,2020,35,0,South_Africa,ZA,ZAF,57779622,Africa
15897,21/03/2020,21,3,2020,55,0,South_Africa,ZA,ZAF,57779622,Africa
15898,20/03/2020,20,3,2020,34,0,South_Africa,ZA,ZAF,57779622,Africa
15899,19/03/2020,19,3,2020,31,0,South_Africa,ZA,ZAF,57779622,Africa
15900,18/03/2020,18,3,2020,23,0,South_Africa,ZA,ZAF,57779622,Africa
15901,17/03/2020,17,3,2020,11,0,South_Africa,ZA,ZAF,57779622,Africa
15902,16/03/2020,16,3,2020,27,0,South_Africa,ZA,ZAF,57779622,Africa
15903,15/03/2020,15,3,2020,0,0,South_Africa,ZA,ZAF,57779622,Africa
15904,14/03/2020,14,3,2020,7,0,South_Africa,ZA,ZAF,57779622,Africa
15905,13/03/2020,13,3,2020,4,0,South_Africa,ZA,ZAF,57779622,Africa
15906,12/03/2020,12,3,2020,6,0,South_Africa,ZA,ZAF,57779622,Africa
15907,10/03/2020,10,3,2020,4,0,South_Africa,ZA,ZAF,57779622,Africa
15908,09/03/2020,9,3,2020,1,0,South_Africa,ZA,ZAF,57779622,Africa
15909,08/03/2020,8,3,2020,1,0,South_Africa,ZA,ZAF,57779622,Africa
15910,06/03/2020,6,3,2020,1,0,South_Africa,ZA,ZAF,57779622,Africa
15911,23/05/2020,23,5,2020,23,2,South_Korea,KR,KOR,51635256,Asia
15912,22/05/2020,22,5,2020,20,0,South_Korea,KR,KOR,51635256,Asia
15913,21/05/2020,21,5,2020,12,1,South_Korea,KR,KOR,51635256,Asia
15914,20/05/2020,20,5,2020,32,0,South_Korea,KR,KOR,51635256,Asia
15915,19/05/2020,19,5,2020,13,0,South_Korea,KR,KOR,51635256,Asia
15916,18/05/2020,18,5,2020,15,1,South_Korea,KR,KOR,51635256,Asia
15917,17/05/2020,17,5,2020,13,0,South_Korea,KR,KOR,51635256,Asia
15918,16/05/2020,16,5,2020,19,2,South_Korea,KR,KOR,51635256,Asia
15919,15/05/2020,15,5,2020,27,0,South_Korea,KR,KOR,51635256,Asia
15920,14/05/2020,14,5,2020,29,1,South_Korea,KR,KOR,51635256,Asia
15921,13/05/2020,13,5,2020,26,1,South_Korea,KR,KOR,51635256,Asia
15922,12/05/2020,12,5,2020,27,2,South_Korea,KR,KOR,51635256,Asia
15923,11/05/2020,11,5,2020,35,0,South_Korea,KR,KOR,51635256,Asia
15924,10/05/2020,10,5,2020,34,0,South_Korea,KR,KOR,51635256,Asia
15925,09/05/2020,9,5,2020,18,0,South_Korea,KR,KOR,51635256,Asia
15926,08/05/2020,8,5,2020,12,0,South_Korea,KR,KOR,51635256,Asia
15927,07/05/2020,7,5,2020,4,1,South_Korea,KR,KOR,51635256,Asia
15928,06/05/2020,6,5,2020,2,1,South_Korea,KR,KOR,51635256,Asia
15929,05/05/2020,5,5,2020,3,2,South_Korea,KR,KOR,51635256,Asia
15930,04/05/2020,4,5,2020,8,2,South_Korea,KR,KOR,51635256,Asia
15931,03/05/2020,3,5,2020,13,0,South_Korea,KR,KOR,51635256,Asia
15932,02/05/2020,2,5,2020,6,2,South_Korea,KR,KOR,51635256,Asia
15933,01/05/2020,1,5,2020,9,1,South_Korea,KR,KOR,51635256,Asia
15934,30/04/2020,30,4,2020,4,1,South_Korea,KR,KOR,51635256,Asia
15935,29/04/2020,29,4,2020,9,2,South_Korea,KR,KOR,51635256,Asia
15936,28/04/2020,28,4,2020,14,1,South_Korea,KR,KOR,51635256,Asia
15937,27/04/2020,27,4,2020,10,1,South_Korea,KR,KOR,51635256,Asia
15938,26/04/2020,26,4,2020,10,2,South_Korea,KR,KOR,51635256,Asia
15939,25/04/2020,25,4,2020,10,0,South_Korea,KR,KOR,51635256,Asia
15940,24/04/2020,24,4,2020,6,0,South_Korea,KR,KOR,51635256,Asia
15941,23/04/2020,23,4,2020,8,2,South_Korea,KR,KOR,51635256,Asia
15942,22/04/2020,22,4,2020,11,1,South_Korea,KR,KOR,51635256,Asia
15943,21/04/2020,21,4,2020,9,1,South_Korea,KR,KOR,51635256,Asia
15944,20/04/2020,20,4,2020,13,2,South_Korea,KR,KOR,51635256,Asia
15945,19/04/2020,19,4,2020,8,2,South_Korea,KR,KOR,51635256,Asia
15946,18/04/2020,18,4,2020,18,2,South_Korea,KR,KOR,51635256,Asia
15947,17/04/2020,17,4,2020,22,1,South_Korea,KR,KOR,51635256,Asia
15948,16/04/2020,16,4,2020,22,4,South_Korea,KR,KOR,51635256,Asia
15949,15/04/2020,15,4,2020,27,3,South_Korea,KR,KOR,51635256,Asia
15950,14/04/2020,14,4,2020,27,5,South_Korea,KR,KOR,51635256,Asia
15951,13/04/2020,13,4,2020,25,3,South_Korea,KR,KOR,51635256,Asia
15952,12/04/2020,12,4,2020,62,6,South_Korea,KR,KOR,51635256,Asia
15953,11/04/2020,11,4,2020,0,0,South_Korea,KR,KOR,51635256,Asia
15954,10/04/2020,10,4,2020,27,4,South_Korea,KR,KOR,51635256,Asia
15955,09/04/2020,9,4,2020,39,4,South_Korea,KR,KOR,51635256,Asia
15956,08/04/2020,8,4,2020,53,8,South_Korea,KR,KOR,51635256,Asia
15957,07/04/2020,7,4,2020,47,6,South_Korea,KR,KOR,51635256,Asia
15958,06/04/2020,6,4,2020,47,3,South_Korea,KR,KOR,51635256,Asia
15959,05/04/2020,5,4,2020,81,6,South_Korea,KR,KOR,51635256,Asia
15960,04/04/2020,4,4,2020,94,3,South_Korea,KR,KOR,51635256,Asia
15961,03/04/2020,3,4,2020,86,5,South_Korea,KR,KOR,51635256,Asia
15962,02/04/2020,2,4,2020,190,6,South_Korea,KR,KOR,51635256,Asia
15963,01/04/2020,1,4,2020,0,0,South_Korea,KR,KOR,51635256,Asia
15964,31/03/2020,31,3,2020,125,5,South_Korea,KR,KOR,51635256,Asia
15965,30/03/2020,30,3,2020,78,6,South_Korea,KR,KOR,51635256,Asia
15966,29/03/2020,29,3,2020,105,8,South_Korea,KR,KOR,51635256,Asia
15967,28/03/2020,28,3,2020,146,5,South_Korea,KR,KOR,51635256,Asia
15968,27/03/2020,27,3,2020,91,8,South_Korea,KR,KOR,51635256,Asia
15969,26/03/2020,26,3,2020,104,5,South_Korea,KR,KOR,51635256,Asia
15970,25/03/2020,25,3,2020,100,6,South_Korea,KR,KOR,51635256,Asia
15971,24/03/2020,24,3,2020,76,7,South_Korea,KR,KOR,51635256,Asia
15972,23/03/2020,23,3,2020,64,9,South_Korea,KR,KOR,51635256,Asia
15973,22/03/2020,22,3,2020,98,1,South_Korea,KR,KOR,51635256,Asia
15974,21/03/2020,21,3,2020,147,3,South_Korea,KR,KOR,51635256,Asia
15975,20/03/2020,20,3,2020,87,9,South_Korea,KR,KOR,51635256,Asia
15976,19/03/2020,19,3,2020,152,5,South_Korea,KR,KOR,51635256,Asia
15977,18/03/2020,18,3,2020,93,5,South_Korea,KR,KOR,51635256,Asia
15978,17/03/2020,17,3,2020,84,6,South_Korea,KR,KOR,51635256,Asia
15979,16/03/2020,16,3,2020,74,0,South_Korea,KR,KOR,51635256,Asia
15980,15/03/2020,15,3,2020,76,3,South_Korea,KR,KOR,51635256,Asia
15981,14/03/2020,14,3,2020,107,5,South_Korea,KR,KOR,51635256,Asia
15982,13/03/2020,13,3,2020,110,1,South_Korea,KR,KOR,51635256,Asia
15983,12/03/2020,12,3,2020,114,6,South_Korea,KR,KOR,51635256,Asia
15984,11/03/2020,11,3,2020,242,6,South_Korea,KR,KOR,51635256,Asia
15985,10/03/2020,10,3,2020,131,3,South_Korea,KR,KOR,51635256,Asia
15986,09/03/2020,9,3,2020,248,1,South_Korea,KR,KOR,51635256,Asia
15987,08/03/2020,8,3,2020,367,6,South_Korea,KR,KOR,51635256,Asia
15988,07/03/2020,7,3,2020,483,2,South_Korea,KR,KOR,51635256,Asia
15989,06/03/2020,6,3,2020,518,7,South_Korea,KR,KOR,51635256,Asia
15990,05/03/2020,5,3,2020,438,3,South_Korea,KR,KOR,51635256,Asia
15991,04/03/2020,4,3,2020,516,4,South_Korea,KR,KOR,51635256,Asia
15992,03/03/2020,3,3,2020,600,6,South_Korea,KR,KOR,51635256,Asia
15993,02/03/2020,2,3,2020,686,5,South_Korea,KR,KOR,51635256,Asia
15994,01/03/2020,1,3,2020,595,1,South_Korea,KR,KOR,51635256,Asia
15995,29/02/2020,29,2,2020,909,3,South_Korea,KR,KOR,51635256,Asia
15996,28/02/2020,28,2,2020,427,1,South_Korea,KR,KOR,51635256,Asia
15997,27/02/2020,27,2,2020,449,1,South_Korea,KR,KOR,51635256,Asia
15998,26/02/2020,26,2,2020,254,3,South_Korea,KR,KOR,51635256,Asia
15999,25/02/2020,25,2,2020,130,1,South_Korea,KR,KOR,51635256,Asia
16000,24/02/2020,24,2,2020,161,2,South_Korea,KR,KOR,51635256,Asia
16001,23/02/2020,23,2,2020,256,3,South_Korea,KR,KOR,51635256,Asia
16002,22/02/2020,22,2,2020,190,1,South_Korea,KR,KOR,51635256,Asia
16003,21/02/2020,21,2,2020,75,1,South_Korea,KR,KOR,51635256,Asia
16004,20/02/2020,20,2,2020,34,0,South_Korea,KR,KOR,51635256,Asia
16005,19/02/2020,19,2,2020,15,0,South_Korea,KR,KOR,51635256,Asia
16006,18/02/2020,18,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16007,17/02/2020,17,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16008,16/02/2020,16,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16009,15/02/2020,15,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16010,14/02/2020,14,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16011,13/02/2020,13,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16012,12/02/2020,12,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16013,11/02/2020,11,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16014,10/02/2020,10,2,2020,2,0,South_Korea,KR,KOR,51635256,Asia
16015,09/02/2020,9,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16016,08/02/2020,8,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16017,07/02/2020,7,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16018,06/02/2020,6,2,2020,5,0,South_Korea,KR,KOR,51635256,Asia
16019,05/02/2020,5,2,2020,2,0,South_Korea,KR,KOR,51635256,Asia
16020,04/02/2020,4,2,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16021,03/02/2020,3,2,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16022,02/02/2020,2,2,2020,3,0,South_Korea,KR,KOR,51635256,Asia
16023,01/02/2020,1,2,2020,5,0,South_Korea,KR,KOR,51635256,Asia
16024,31/01/2020,31,1,2020,3,0,South_Korea,KR,KOR,51635256,Asia
16025,30/01/2020,30,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16026,29/01/2020,29,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16027,28/01/2020,28,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16028,27/01/2020,27,1,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16029,26/01/2020,26,1,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16030,25/01/2020,25,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16031,24/01/2020,24,1,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16032,23/01/2020,23,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16033,22/01/2020,22,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16034,21/01/2020,21,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16035,20/01/2020,20,1,2020,1,0,South_Korea,KR,KOR,51635256,Asia
16036,19/01/2020,19,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16037,18/01/2020,18,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16038,17/01/2020,17,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16039,16/01/2020,16,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16040,15/01/2020,15,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16041,14/01/2020,14,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16042,13/01/2020,13,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16043,12/01/2020,12,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16044,11/01/2020,11,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16045,10/01/2020,10,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16046,09/01/2020,9,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16047,08/01/2020,8,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16048,07/01/2020,7,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16049,06/01/2020,6,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16050,05/01/2020,5,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16051,04/01/2020,4,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16052,03/01/2020,3,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16053,02/01/2020,2,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16054,01/01/2020,1,1,2020,0,0,South_Korea,KR,KOR,51635256,Asia
16055,31/12/2019,31,12,2019,0,0,South_Korea,KR,KOR,51635256,Asia
16056,23/05/2020,23,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16057,22/05/2020,22,5,2020,54,0,South_Sudan,SS,SSD,10975920,Africa
16058,21/05/2020,21,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16059,20/05/2020,20,5,2020,3,2,South_Sudan,SS,SSD,10975920,Africa
16060,19/05/2020,19,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16061,18/05/2020,18,5,2020,46,0,South_Sudan,SS,SSD,10975920,Africa
16062,17/05/2020,17,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16063,16/05/2020,16,5,2020,5,3,South_Sudan,SS,SSD,10975920,Africa
16064,15/05/2020,15,5,2020,28,1,South_Sudan,SS,SSD,10975920,Africa
16065,14/05/2020,14,5,2020,9,0,South_Sudan,SS,SSD,10975920,Africa
16066,13/05/2020,13,5,2020,38,0,South_Sudan,SS,SSD,10975920,Africa
16067,12/05/2020,12,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16068,11/05/2020,11,5,2020,13,0,South_Sudan,SS,SSD,10975920,Africa
16069,10/05/2020,10,5,2020,23,0,South_Sudan,SS,SSD,10975920,Africa
16070,09/05/2020,9,5,2020,30,0,South_Sudan,SS,SSD,10975920,Africa
16071,08/05/2020,8,5,2020,16,0,South_Sudan,SS,SSD,10975920,Africa
16072,07/05/2020,7,5,2020,22,0,South_Sudan,SS,SSD,10975920,Africa
16073,06/05/2020,6,5,2020,6,0,South_Sudan,SS,SSD,10975920,Africa
16074,05/05/2020,5,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16075,04/05/2020,4,5,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16076,03/05/2020,3,5,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16077,02/05/2020,2,5,2020,10,0,South_Sudan,SS,SSD,10975920,Africa
16078,01/05/2020,1,5,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16079,30/04/2020,30,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16080,29/04/2020,29,4,2020,28,0,South_Sudan,SS,SSD,10975920,Africa
16081,28/04/2020,28,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16082,27/04/2020,27,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16083,26/04/2020,26,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16084,25/04/2020,25,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16085,24/04/2020,24,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16086,23/04/2020,23,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16087,22/04/2020,22,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16088,21/04/2020,21,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16089,20/04/2020,20,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16090,19/04/2020,19,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16091,18/04/2020,18,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16092,17/04/2020,17,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16093,16/04/2020,16,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16094,15/04/2020,15,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16095,14/04/2020,14,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16096,13/04/2020,13,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16097,12/04/2020,12,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16098,11/04/2020,11,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16099,10/04/2020,10,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16100,09/04/2020,9,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16101,08/04/2020,8,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16102,07/04/2020,7,4,2020,0,0,South_Sudan,SS,SSD,10975920,Africa
16103,06/04/2020,6,4,2020,1,0,South_Sudan,SS,SSD,10975920,Africa
16104,22/05/2020,22,5,2020,1787,688,Spain,ES,ESP,46723749,Europe
16105,21/05/2020,21,5,2020,482,52,Spain,ES,ESP,46723749,Europe
16106,20/05/2020,20,5,2020,518,110,Spain,ES,ESP,46723749,Europe
16107,19/05/2020,19,5,2020,431,69,Spain,ES,ESP,46723749,Europe
16108,18/05/2020,18,5,2020,256,59,Spain,ES,ESP,46723749,Europe
16109,17/05/2020,17,5,2020,652,87,Spain,ES,ESP,46723749,Europe
16110,16/05/2020,16,5,2020,515,104,Spain,ES,ESP,46723749,Europe
16111,15/05/2020,15,5,2020,643,138,Spain,ES,ESP,46723749,Europe
16112,14/05/2020,14,5,2020,849,217,Spain,ES,ESP,46723749,Europe
16113,13/05/2020,13,5,2020,439,184,Spain,ES,ESP,46723749,Europe
16114,12/05/2020,12,5,2020,482,176,Spain,ES,ESP,46723749,Europe
16115,11/05/2020,11,5,2020,393,123,Spain,ES,ESP,46723749,Europe
16116,10/05/2020,10,5,2020,3416,143,Spain,ES,ESP,46723749,Europe
16117,09/05/2020,9,5,2020,743,227,Spain,ES,ESP,46723749,Europe
16118,08/05/2020,8,5,2020,1173,181,Spain,ES,ESP,46723749,Europe
16119,07/05/2020,7,5,2020,921,213,Spain,ES,ESP,46723749,Europe
16120,06/05/2020,6,5,2020,880,244,Spain,ES,ESP,46723749,Europe
16121,05/05/2020,5,5,2020,1039,185,Spain,ES,ESP,46723749,Europe
16122,04/05/2020,4,5,2020,466,164,Spain,ES,ESP,46723749,Europe
16123,03/05/2020,3,5,2020,935,164,Spain,ES,ESP,46723749,Europe
16124,02/05/2020,2,5,2020,1234,276,Spain,ES,ESP,46723749,Europe
16125,01/05/2020,1,5,2020,1387,281,Spain,ES,ESP,46723749,Europe
16126,30/04/2020,30,4,2020,1241,268,Spain,ES,ESP,46723749,Europe
16127,29/04/2020,29,4,2020,847,453,Spain,ES,ESP,46723749,Europe
16128,28/04/2020,28,4,2020,1525,632,Spain,ES,ESP,46723749,Europe
16129,27/04/2020,27,4,2020,1660,0,Spain,ES,ESP,46723749,Europe
16130,26/04/2020,26,4,2020,1641,288,Spain,ES,ESP,46723749,Europe
16131,25/04/2020,25,4,2020,2506,378,Spain,ES,ESP,46723749,Europe
16132,24/04/2020,24,4,2020,2114,367,Spain,ES,ESP,46723749,Europe
16133,23/04/2020,23,4,2020,2916,440,Spain,ES,ESP,46723749,Europe
16134,22/04/2020,22,4,2020,2312,435,Spain,ES,ESP,46723749,Europe
16135,21/04/2020,21,4,2020,2951,430,Spain,ES,ESP,46723749,Europe
16136,20/04/2020,20,4,2020,2218,399,Spain,ES,ESP,46723749,Europe
16137,19/04/2020,19,4,2020,-713,410,Spain,ES,ESP,46723749,Europe
16138,18/04/2020,18,4,2020,3836,565,Spain,ES,ESP,46723749,Europe
16139,17/04/2020,17,4,2020,3818,585,Spain,ES,ESP,46723749,Europe
16140,16/04/2020,16,4,2020,3820,617,Spain,ES,ESP,46723749,Europe
16141,15/04/2020,15,4,2020,4424,787,Spain,ES,ESP,46723749,Europe
16142,14/04/2020,14,4,2020,3116,517,Spain,ES,ESP,46723749,Europe
